sym,N,t,exit,R,days,stop_pct
BTC,5,2018-05-21 08:00:00,2018-05-23 08:00:00,-2.9392660664566157,2.0,2.7413369637977083
BTC,5,2018-06-01 08:00:00,2018-06-05 08:00:00,-0.6747916960900135,4.0,3.504841800645343
BTC,5,2018-06-19 08:00:00,2018-06-23 08:00:00,-3.8904565836061575,4.0,2.2592553330434635
BTC,5,2018-07-01 08:00:00,2018-07-11 08:00:00,-0.21011492326157827,10.0,4.038987564635816
BTC,5,2018-07-17 08:00:00,2018-07-31 08:00:00,5.927461862322933,14.0,3.472391200734595
BTC,5,2018-08-17 08:00:00,2018-08-21 08:00:00,-0.48088727885427185,4.0,3.7148529601329665
BTC,5,2018-08-24 08:00:00,2018-09-06 08:00:00,-1.1816976501503038,13.0,2.2383569135196555
BTC,5,2018-09-14 08:00:00,2018-09-18 08:00:00,-1.4928840990441,4.0,2.9067513021558264
BTC,5,2018-09-22 08:00:00,2018-09-26 08:00:00,-1.3517606384282685,4.0,3.168083048790762
BTC,5,2018-10-17 08:00:00,2018-10-21 08:00:00,-0.18985785957510906,4.0,1.7301320119426582
BTC,5,2018-11-05 08:00:00,2018-11-09 08:00:00,-0.5740497635229228,4.0,0.790824141646297
BTC,5,2018-11-30 08:00:00,2018-12-01 08:00:00,-1.293223371761077,1.0,4.286646516970445
BTC,5,2018-12-18 08:00:00,2018-12-26 08:00:00,1.6492717071945031,8.0,4.606991082311733
BTC,5,2019-01-03 08:00:00,2019-01-04 08:00:00,-0.9150951671155187,1.0,1.5574525224139266
BTC,5,2019-01-07 08:00:00,2019-01-11 08:00:00,-3.302894580843335,4.0,3.0280571170386983
BTC,5,2019-01-20 08:00:00,2019-01-21 08:00:00,-2.7668895047982933,1.0,1.5995966573848437
BTC,5,2019-02-09 08:00:00,2019-02-14 08:00:00,-0.4975164965968092,5.0,3.600660829552592
BTC,5,2019-02-18 08:00:00,2019-02-25 08:00:00,0.5347707516273024,7.0,2.6473838023723193
BTC,5,2019-03-06 08:00:00,2019-03-12 08:00:00,-0.45936586932942636,6.0,1.8430503949217854
BTC,5,2019-03-16 08:00:00,2019-03-22 08:00:00,-0.36706982433614394,6.0,3.117727435071848
BTC,5,2019-03-28 08:00:00,2019-04-12 08:00:00,21.382206089194256,15.0,1.1597216154313625
BTC,5,2019-04-17 08:00:00,2019-04-26 08:00:00,-0.7642827060747398,9.0,2.0452124354216528
